Area_Name,Total_Rural_Urban,Age_Group,Population_Persons,Population_Males,Population_Females,Main_Workers_Persons,Main_Workers_Males,Main_Workers_Females,Marginal_Seeking_Persons,Marginal_Seeking_Males,Marginal_Seeking_Females,Non_Workers_Total_Persons,Non_Workers_Total_Males,Non_Workers_Total_Females,Non_Workers_Seeking_Persons,Non_Workers_Seeking_Males,Non_Workers_Seeking_Females,District_Code,Marginal_0_to_6_Persons,Marginal_0_to_6_Males,Marginal_0_to_6_Females
20,0,0,163846,84016,79830,4100,2113,1987,280,137,143,158270,81187,77083,1134,555,579,1,1476,716,760
20,0,1,169724,87280,82444,12465,6176,6289,1803,843,960,150661,78226,72435,2165,1185,980,1,6598,2878,3720
20,0,2,143816,73032,70784,45187,22859,22328,7184,3491,3693,82569,43677,38892,8605,4870,3735,1,16060,6496,9564
20,0,3,122491,59942,62549,72419,38718,33701,8641,4207,4434,32232,14722,17510,6509,3738,2771,1,17840,6502,11338
20,0,4,102623,51639,50984,73859,42786,31073,6491,3078,3413,14595,3937,10658,2688,1295,1393,1,14169,4916,9253
20,0,5,90343,44102,46241,69092,39204,29888,4729,2111,2618,9724,1335,8389,1150,375,775,1,11527,3563,7964
20,0,6,85798,42498,43300,67015,38401,28614,4115,1797,2318,8431,966,7465,797,237,560,1,10352,3131,7221
20,0,7,143963,72420,71543,112780,65931,46849,6097,2560,3537,14280,1515,12765,1007,269,738,1,16903,4974,11929
20,0,8,94030,47610,46420,70496,42503,27993,3191,1388,1803,13194,1970,11224,610,193,417,1,10340,3137,7203
20,0,9,69263,31798,37465,41157,24167,16990,1818,761,1057,20470,5065,15405,541,163,378,1,7636,2566,5070
20,0,10,29875,13601,16274,11806,7593,4213,536,264,272,15322,4837,10485,193,67,126,1,2747,1171,1576
20,0,11,8776,3948,4828,2581,1601,980,109,59,50,5561,2071,3490,38,21,17,1,634,276,358
20,1,0,26140,14178,11962,806,430,376,40,22,18,25174,13655,11519,111,65,46,1,160,93,67
20,1,1,32647,19044,13603,1475,860,615,144,82,62,30793,17986,12807,354,212,142,1,379,198,181
20,1,2,32921,18665,14256,4131,2975,1156,575,350,225,27644,14985,12659,3015,2184,831,1,1146,705,441
20,1,3,28054,14981,13073,7739,6174,1565,795,535,260,18762,7840,10922,3701,2445,1256,1,1553,967,586
20,1,4,22941,11386,11555,10383,8420,1963,759,507,252,11024,1996,9028,1575,726,849,1,1534,970,564
20,1,5,20285,10036,10249,10668,8606,2062,598,347,251,8261,701,7560,663,219,444,1,1356,729,627
20,1,6,19416,9657,9759,10821,8570,2251,548,316,232,7306,390,6916,426,97,329,1,1289,697,592
20,1,7,30614,16136,14478,17750,14449,3301,774,453,321,10926,625,10301,397,82,315,1,1938,1062,876
20,1,8,18848,9919,8929,9964,8211,1753,314,176,138,7842,1104,6738,141,58,83,1,1042,604,438
20,1,9,12657,5807,6850,3920,2900,1020,173,105,68,8125,2572,5553,129,38,91,1,612,335,277
20,1,10,5970,2752,3218,1189,890,299,52,27,25,4556,1717,2839,49,20,29,1,225,145,80
20,1,11,2115,910,1205,296,191,105,3,1,2,1767,685,1082,11,2,9,1,52,34,18
8,0,0,158214,83081,75133,3637,1945,1692,266,137,129,152547,80092,72455,974,532,442,2,2030,1044,986
8,0,1,160465,85319,75146,11464,5994,5470,989,535,454,143582,76753,66829,1591,851,740,2,5419,2572,2847
8,0,2,138904,75188,63716,42001,23707,18294,3747,2203,1544,86158,46328,39830,7355,4632,2723,2,10745,5153,5592
8,0,3,129797,68249,61548,77298,44824,32474,4775,2884,1891,39745,18102,21643,6470,4309,2161,2,12754,5323,7431
8,0,4,116740,59679,57061,85368,50759,34609,3748,1932,1816,20107,4994,15113,2674,1421,1253,2,11265,3926,7339
8,0,5,104484,52307,52177,81313,47450,33863,2852,1330,1522,13533,1852,11681,970,336,634,2,9638,3005,6633
8,0,6,97763,49052,48711,77555,45180,32375,2519,1071,1448,11372,1275,10097,648,169,479,2,8836,2597,6239
8,0,7,159899,81349,78550,126390,75192,51198,3248,1453,1795,19889,2194,17695,807,188,619,2,13620,3963,9657
8,0,8,110645,56257,54388,82299,50389,31910,1729,812,917,19125,3081,16044,468,146,322,2,9221,2787,6434
8,0,9,90177,40126,50051,50385,29337,21048,1053,437,616,32496,8499,23997,608,205,403,2,7296,2290,5006
8,0,10,43186,20128,23058,15673,10397,5276,302,145,157,24834,8558,16276,268,104,164,2,2679,1173,1506
8,0,11,13589,6359,7230,4050,2489,1561,97,50,47,8875,3585,5290,73,39,34,2,664,285,379
8,1,0,51676,27818,23858,523,314,209,37,21,16,50806,27302,23504,283,152,131,2,347,202,145
8,1,1,57563,31276,26287,1460,1065,395,100,68,32,55504,29870,25634,598,371,227,2,599,341,258
8,1,2,57904,30320,27584,6441,5302,1139,471,358,113,50135,24107,26028,3097,2099,998,2,1328,911,417
8,1,3,56318,28639,27679,15173,12745,2428,835,625,210,39186,14532,24654,5143,3093,2050,2,1959,1362,597
8,1,4,49504,24966,24538,22158,18718,3440,702,516,186,25351,4920,20431,2898,1476,1422,2,1995,1328,667
8,1,5,43293,21875,21418,22776,19025,3751,547,397,150,18638,1655,16983,1077,408,669,2,1879,1195,684
8,1,6,41000,20361,20639,22292,18183,4109,491,324,167,16968,1166,15802,670,186,484,2,1740,1012,728
8,1,7,67469,35197,32272,37829,31629,6200,650,440,210,26997,1951,25046,707,176,531,2,2643,1617,1026
8,1,8,44361,23403,20958,22401,18864,3537,299,209,90,20498,3632,16866,366,127,239,2,1462,907,555
8,1,9,29589,14104,15485,7083,5644,1439,173,109,64,21612,7966,13646,311,171,140,2,894,494,400
8,1,10,13789,6474,7315,2103,1658,445,46,29,17,11387,4656,6731,107,60,47,2,299,160,139
8,1,11,5411,2351,3060,786,623,163,13,9,4,4504,1655,2849,53,26,27,2,121,73,48
12,0,0,275058,148862,126196,4082,2243,1839,437,233,204,268618,145355,123263,1627,914,713,3,2358,1264,1094
12,0,1,296104,159411,136693,13441,7349,6092,1438,830,608,276429,148936,127493,2949,1699,1250,3,6234,3126,3108
12,0,2,279904,153891,126013,71792,42311,29481,7059,4498,2561,191061,102754,88307,17718,11842,5876,3,17051,8826,8225
12,0,3,268951,145693,123258,149048,91816,57232,11022,7179,3843,96031,42255,53776,16550,11215,5335,3,23872,11622,12250
12,0,4,235329,122679,112650,165936,103122,62814,8789,5130,3659,48627,10706,37921,6798,3653,3145,3,20766,8851,11915
12,0,5,205305,104226,101079,155967,93860,62107,6904,3640,3264,31968,3585,28383,2503,860,1643,3,17370,6781,10589
12,0,6,193388,97194,96194,150656,89004,61652,6117,3051,3066,26811,2352,24459,1698,410,1288,3,15921,5838,10083
12,0,7,318735,163062,155673,247815,149977,97838,8668,4446,4222,45732,4069,41663,2025,494,1531,3,25188,9016,16172
12,0,8,217296,112349,104947,157095,99707,57388,4649,2397,2252,43587,6432,37155,1206,332,874,3,16614,6210,10404
12,0,9,186955,81070,105885,96830,56245,40585,3345,1544,1801,75695,19498,56197,1802,496,1306,3,14430,5327,9103
12,0,10,95779,44367,51412,31110,20853,10257,993,491,502,59194,20875,38319,700,259,441,3,5475,2639,2836
12,0,11,29791,13376,16415,7057,4485,2572,265,139,126,21425,8293,13132,191,91,100,3,1309,598,711
12,1,0,118390,64457,53933,1486,877,609,154,88,66,115941,63064,52877,768,440,328,3,963,516,447
12,1,1,126619,68126,58493,2880,1948,932,350,228,122,122295,65340,56955,1473,897,576,3,1444,838,606
12,1,2,128692,67706,60986,13435,10826,2609,1787,1347,440,111348,54258,57090,8319,5340,2979,3,3909,2622,1287
12,1,3,131582,67421,64161,34122,28422,5700,3317,2610,707,90773,34334,56439,12313,7361,4952,3,6687,4665,2022
12,1,4,118982,60044,58938,51096,42737,8359,3106,2295,811,60785,12574,48211,7211,3798,3413,3,7101,4733,2368
12,1,5,103365,52108,51257,52787,43658,9129,2482,1773,709,44261,4459,39802,3070,1129,1941,3,6317,3991,2326
12,1,6,98332,49560,48772,52807,42954,9853,2282,1535,747,39561,2975,36586,1995,528,1467,3,5964,3631,2333
12,1,7,161112,83976,77136,88795,73676,15119,2915,2027,888,63481,4851,58630,2026,511,1515,3,8836,5449,3387
12,1,8,108581,58198,50383,55809,47129,8680,1462,1014,448,47543,7781,39762,1024,397,627,3,5229,3288,1941
12,1,9,74701,35181,39520,19006,14720,4286,784,468,316,52627,18702,33925,851,341,510,3,3068,1759,1309
12,1,10,36127,17319,18808,5901,4683,1218,236,149,87,29097,11949,17148,260,117,143,3,1129,687,442
12,1,11,14299,6466,7833,2207,1692,515,100,72,28,11679,4532,7147,133,69,64,3,413,242,171
6,0,0,186542,99683,86859,4893,2557,2336,67,36,31,180867,96736,84131,614,328,286,4,782,390,392
6,0,1,213673,112147,101526,9560,4987,4573,431,238,193,201660,106009,95651,1407,801,606,4,2453,1151,1302
6,0,2,201499,107821,93678,50984,27859,23125,3557,2186,1371,141256,75426,65830,9973,6311,3662,4,9259,4536,4723
6,0,3,197590,106149,91441,119042,68781,50261,6631,4264,2367,64120,30411,33709,10830,7377,3453,4,14428,6957,7471
6,0,4,170015,89793,80222,128292,77188,51104,5186,3113,2073,29605,7397,22208,4304,2394,1910,4,12118,5208,6910
6,0,5,143691,73589,70102,115416,67630,47786,4030,2186,1844,18344,2211,16133,1554,553,1001,4,9931,3748,6183
6,0,6,132490,67187,65303,108573,62490,46083,3389,1791,1598,15219,1519,13700,1040,304,736,4,8698,3178,5520
6,0,7,220534,113293,107241,181339,105570,75769,4759,2470,2289,25459,2830,22629,1166,369,797,4,13736,4893,8843
6,0,8,154361,78446,75915,119013,70731,48282,2633,1341,1292,25938,4378,21560,748,238,510,4,9410,3337,6073
6,0,9,135739,61306,74433,78707,45031,33676,1769,845,924,48386,13012,35374,757,278,479,4,8646,3263,5383
6,0,10,68202,32289,35913,23799,15823,7976,475,290,185,41219,14820,26399,321,123,198,4,3184,1646,1538
6,0,11,20943,9626,11317,4112,2632,1480,87,52,35,16195,6650,9545,80,38,42,4,636,344,292
6,1,0,49980,26943,23037,1166,642,524,31,14,17,48697,26243,22454,161,93,68,4,117,58,59
6,1,1,55856,29607,26249,1954,1195,759,98,61,37,53647,28255,25392,452,302,150,4,255,157,98
6,1,2,54863,28859,26004,6898,5360,1538,681,562,119,46584,22446,24138,2602,1767,835,4,1381,1053,328
6,1,3,54116,27765,26351,15513,12708,2805,1294,1050,244,36060,13128,22932,4522,2817,1705,4,2543,1929,614
6,1,4,47591,24037,23554,21447,17610,3837,1227,968,259,23503,4500,19003,2649,1532,1117,4,2641,1927,714
6,1,5,41301,20492,20809,21803,17623,4180,1069,800,269,17093,1235,15858,1000,392,608,4,2405,1634,771
6,1,6,39670,19891,19779,22051,17707,4344,880,638,242,15451,780,14671,626,176,450,4,2168,1404,764
6,1,7,64154,33556,30598,37104,30146,6958,1312,916,396,23639,1189,22450,629,158,471,4,3411,2221,1190
6,1,8,42025,22050,19975,22053,18133,3920,660,429,231,17976,2655,15321,354,119,235,4,1996,1262,734
6,1,9,31266,14316,16950,8925,6704,2221,369,213,156,21132,6917,14215,226,108,118,4,1209,695,514
6,1,10,15582,7241,8341,2807,2204,603,110,64,46,12364,4779,7585,60,29,31,4,411,258,153
6,1,11,4953,2120,2833,557,404,153,21,14,7,4324,1665,2659,20,12,8,4,72,51,21
1,0,0,94244,48895,45349,2781,1436,1345,53,35,18,90963,47205,43758,442,241,201,5,500,254,246
1,0,1,112037,57968,54069,4821,2665,2156,322,187,135,105703,54550,51153,908,513,395,5,1513,753,760
1,0,2,109953,57551,52402,21994,13865,8129,2622,1699,923,82535,40640,41895,7064,4226,2838,5,5424,3046,2378
1,0,3,104997,56076,48921,51863,33907,17956,4785,3207,1578,44338,17386,26952,7832,4672,3160,5,8796,4783,4013
1,0,4,91523,48392,43131,59553,39411,20142,3832,2335,1497,24125,5280,18845,3421,1840,1581,5,7845,3701,4144
1,0,5,79232,40769,38463,57250,36628,20622,2798,1552,1246,15575,1472,14103,1150,399,751,5,6407,2669,3738
1,0,6,76016,38818,37198,57334,35637,21697,2525,1330,1195,12779,855,11924,701,182,519,5,5903,2326,3577
1,0,7,128369,66497,61872,97631,61224,36407,3767,1936,1831,21167,1541,19626,798,216,582,5,9571,3732,5839
1,0,8,87220,45550,41670,62669,40685,21984,2084,1102,982,18284,2408,15876,497,138,359,5,6267,2457,3810
1,0,9,69497,31965,37532,37684,23145,14539,1431,713,718,26691,6694,19997,437,130,307,5,5122,2126,2996
1,0,10,35432,16903,18529,12555,8730,3825,424,232,192,20907,7176,13731,190,80,110,5,1970,997,973
1,0,11,10809,5203,5606,2373,1642,731,81,47,34,8062,3355,4707,46,16,30,5,374,206,168
1,1,0,61370,32290,29080,1477,807,670,9,6,3,59781,31426,28355,214,111,103,5,112,57,55
1,1,1,69979,36180,33799,2348,1422,926,89,77,12,67345,34559,32786,724,493,231,5,286,199,87
1,1,2,71530,36933,34597,9250,7642,1608,764,671,93,60839,28109,32730,4145,2670,1475,5,1441,1182,259
1,1,3,71237,36602,34635,20668,17803,2865,1363,1159,204,48150,16829,31321,6562,3680,2882,5,2419,1970,449
1,1,4,62530,31620,30910,27998,23700,4298,1296,1038,258,32038,6031,26007,4280,2075,2205,5,2494,1889,605
1,1,5,55851,28195,27656,29963,24824,5139,1020,778,242,23695,1831,21864,1877,635,1242,5,2193,1540,653
1,1,6,54301,27131,27170,30911,24807,6104,892,635,257,21384,1038,20346,1125,273,852,5,2006,1286,720
1,1,7,89431,46336,43095,52510,42554,9956,1243,893,350,33891,1803,32088,1094,262,832,5,3030,1979,1051
1,1,8,58576,30911,27665,30931,25753,5178,666,489,177,25851,3939,21912,454,177,277,5,1794,1219,575
1,1,9,40614,19573,21041,11222,8738,2484,338,230,108,28346,10156,18190,316,163,153,5,1046,679,367
1,1,10,19124,9128,9996,3166,2486,680,84,64,20,15610,6404,9206,98,52,46,5,348,238,110
1,1,11,6660,2871,3789,745,562,183,20,13,7,5837,2252,3585,31,17,14,5,78,57,21
33,0,0,92542,48893,43649,2642,1449,1193,54,27,27,89521,47238,42283,388,200,188,6,379,206,173
33,0,1,108554,57399,51155,5225,2709,2516,356,203,153,101945,53994,47951,942,516,426,6,1384,696,688
33,0,2,99468,53978,45490,23457,13056,10401,2792,1653,1139,70637,38153,32484,6931,4262,2669,6,5374,2769,2605
33,0,3,92118,50446,41672,52548,30466,22082,5227,3278,1949,30617,15380,15237,6403,4325,2078,6,8953,4600,4353
33,0,4,80034,41604,38430,57563,34036,23527,4379,2518,1861,14563,3904,10659,2479,1392,1087,6,7908,3664,4244
33,0,5,71142,35653,35489,55078,31904,23174,3535,1778,1757,9463,1138,8325,1023,343,680,6,6601,2611,3990
33,0,6,67990,34486,33504,54050,31265,22785,3381,1640,1741,7627,739,6888,627,187,440,6,6313,2482,3831
33,0,7,107946,56195,51751,86805,51514,35291,4539,2275,2264,11956,1112,10844,760,160,600,6,9185,3569,5616
33,0,8,70680,35690,34990,53122,31822,21300,2607,1221,1386,11521,1626,9895,532,138,394,6,6037,2242,3795
33,0,9,63856,28935,34921,36312,21277,15035,1896,929,967,22243,5511,16732,562,181,381,6,5301,2147,3154
33,0,10,30904,14859,16045,11007,7490,3517,544,345,199,17855,6221,11634,230,92,138,6,2042,1148,894
33,0,11,10636,5040,5596,2266,1460,806,112,66,46,7914,3326,4588,58,36,22,6,456,254,202
33,1,0,20227,10705,9522,609,343,266,8,3,5,19563,10331,9232,68,39,29,6,55,31,24
33,1,1,22831,11814,11017,951,540,411,38,30,8,21761,11204,10557,215,134,81,6,119,70,49
33,1,2,21791,11296,10495,2863,2221,642,322,270,52,18349,8639,9710,1215,754,461,6,579,436,143
33,1,3,20519,10645,9874,6095,4997,1098,566,460,106,13487,4942,8545,1764,1070,694,6,937,706,231
33,1,4,17961,8935,9026,8060,6638,1422,550,420,130,8903,1612,7291,997,512,485,6,998,685,313
33,1,5,16298,8086,8212,8458,6955,1503,491,355,136,6925,540,6385,485,177,308,6,915,591,324
33,1,6,15336,7808,7528,8568,6995,1573,446,328,118,5941,295,5646,270,63,207,6,827,518,309
33,1,7,23713,12796,10917,13918,11552,2366,614,444,170,8572,443,8129,266,42,224,6,1223,801,422
33,1,8,14491,7592,6899,7652,6360,1292,301,209,92,6175,816,5359,107,38,69,6,664,416,248
33,1,9,11917,5472,6445,3621,2791,830,196,134,62,7762,2367,5395,101,32,69,6,534,314,220
33,1,10,5536,2593,2943,1082,852,230,47,31,16,4290,1639,2651,38,15,23,6,164,102,62
33,1,11,2165,905,1260,249,192,57,13,9,4,1880,690,1190,13,6,7,6,36,23,13
2,0,0,151716,78321,73395,771,410,361,124,76,48,150276,77569,72707,652,330,322,7,669,342,327
2,0,1,188147,96366,91781,3371,2007,1364,873,483,390,181521,92754,88767,1657,901,756,7,3255,1605,1650
2,0,2,185783,95883,89900,32191,21250,10941,7923,4786,3137,138624,66640,71984,16647,9005,7642,7,14968,7993,6975
2,0,3,176132,92027,84105,75324,52859,22465,12492,8008,4484,79939,27986,51953,18096,8952,9144,7,20869,11182,9687
2,0,4,148265,77429,70836,88345,61247,27098,9410,5639,3771,43091,8281,34810,8457,3310,5147,7,16829,7901,8928
2,0,5,133346,68406,64940,91934,60522,31412,7512,3715,3797,26816,2435,24381,3315,916,2399,7,14596,5449,9147
2,0,6,129963,65548,64415,94995,59717,35278,6419,2972,3447,21566,1280,20286,2094,363,1731,7,13402,4551,8851
2,0,7,222341,116391,105950,166699,106917,59782,8924,4013,4911,34374,2373,32001,2209,383,1826,7,21268,7101,14167
2,0,8,145889,77259,68630,103084,69280,33804,4531,2069,2462,29349,3383,25966,1161,228,933,7,13456,4596,8860
2,0,9,125226,57983,67243,66919,42552,24367,2972,1346,1626,46633,11023,35610,1226,363,863,7,11674,4408,7266
2,0,10,69277,34979,34298,23411,17547,5864,963,573,390,40867,14714,26153,483,169,314,7,4999,2718,2281
2,0,11,21559,11102,10457,4017,2992,1025,180,96,84,16549,7535,9014,126,53,73,7,993,575,418
2,1,0,81058,42279,38779,369,222,147,57,37,20,80388,41888,38500,376,219,157,7,301,169,132
2,1,1,96430,49811,46619,1222,911,311,246,181,65,94522,48456,46066,1107,692,415,7,686,444,242
2,1,2,100367,51641,48726,9180,8046,1134,1557,1282,275,88474,41514,46960,8140,5025,3115,7,2713,2081,632
2,1,3,102133,52074,50059,25115,21820,3295,3027,2435,592,72161,26544,45617,13317,7424,5893,7,4857,3710,1147
2,1,4,90450,45036,45414,36880,31213,5667,2816,2223,593,48541,10122,38419,8498,3885,4613,7,5029,3701,1328
2,1,5,82550,41196,41354,42171,34943,7228,2457,1811,646,35797,3203,32594,3784,1199,2585,7,4582,3050,1532
2,1,6,80390,40097,40293,44151,35613,8538,2324,1607,717,31764,1704,30060,2258,447,1811,7,4475,2780,1695
2,1,7,134959,70372,64587,78027,63251,14776,3182,2240,942,49977,2785,47192,2275,501,1774,7,6955,4336,2619
2,1,8,86232,45862,40370,45451,38091,7360,1547,1078,469,36869,5282,31587,896,272,624,7,3912,2489,1423
2,1,9,63222,30723,32499,17173,13867,3306,867,587,280,43598,15279,28319,821,334,487,7,2451,1577,874
2,1,10,30827,15344,15483,5145,4393,752,229,167,62,24858,10351,14507,221,115,106,7,824,600,224
2,1,11,11033,5235,5798,1257,1059,198,68,49,19,9569,4035,5534,76,49,27,7,207,141,66
32,0,0,65204,33666,31538,230,132,98,47,22,25,64795,33450,31345,240,116,124,8,179,84,95
32,0,1,79525,41119,38406,1073,684,389,233,136,97,77592,39974,37618,709,395,314,8,860,461,399
32,0,2,81770,42466,39304,13630,9608,4022,3043,1967,1076,62572,29657,32915,8152,4310,3842,8,5568,3201,2367
32,0,3,82583,43314,39269,36692,25476,11216,5256,3525,1731,36625,12905,23720,9791,4971,4820,8,9266,4933,4333
32,0,4,74232,38941,35291,47236,31310,15926,3954,2391,1563,19113,4187,14926,4630,2108,2522,8,7883,3444,4439
32,0,5,65645,33758,31887,49256,30662,18594,2822,1346,1476,10019,991,9028,1585,445,1140,8,6370,2105,4265
32,0,6,65611,33358,32253,52147,31247,20900,2485,1019,1466,7528,497,7031,838,121,717,8,5936,1614,4322
32,0,7,110435,57420,53015,89219,53918,35301,3425,1406,2019,11897,936,10961,806,173,633,8,9319,2566,6753
32,0,8,74583,39562,35021,57128,36359,20769,1668,719,949,11331,1499,9832,450,118,332,8,6124,1704,4420
32,0,9,66568,30541,36027,38287,22830,15457,1375,555,820,21987,5762,16225,429,132,297,8,6294,1949,4345
32,0,10,36952,19021,17931,12853,9499,3354,415,248,167,21385,8056,13329,212,87,125,8,2714,1466,1248
32,0,11,11054,5748,5306,1773,1373,400,70,41,29,8856,4113,4743,48,23,25,8,425,262,163
32,1,0,30955,16276,14679,87,55,32,12,5,7,30816,16197,14619,145,85,60,8,52,24,28
32,1,1,36095,18942,17153,270,184,86,61,38,23,35676,18669,17007,396,228,168,8,149,89,60
32,1,2,37878,19583,18295,2617,2197,420,590,463,127,34241,16649,17592,3612,2109,1503,8,1020,737,283
32,1,3,41213,20303,20910,8739,7386,1353,1286,1021,265,30456,11415,19041,7072,3728,3344,8,2018,1502,516
32,1,4,39071,19573,19498,15724,13111,2613,1549,1163,386,20862,4735,16127,5063,2378,2685,8,2485,1727,758
32,1,5,35367,17842,17525,18648,15061,3587,1322,890,432,14397,1358,13039,2163,705,1458,8,2322,1423,899
32,1,6,34781,17344,17437,19834,15450,4384,1339,795,544,12503,631,11872,1207,273,934,8,2444,1263,1181
32,1,7,58388,30470,27918,34878,27663,7215,1753,1044,709,20020,948,19072,1020,207,813,8,3490,1859,1631
32,1,8,37342,20105,17237,20209,16622,3587,826,505,321,15188,2433,12755,402,145,257,8,1945,1050,895
32,1,9,26148,12661,13487,6530,4981,1549,443,266,177,18376,7001,11375,255,113,142,8,1242,679,563
32,1,10,13073,6370,6703,1889,1534,355,117,69,48,10803,4587,6216,78,38,40,8,381,249,132
32,1,11,4387,1996,2391,331,275,56,27,18,9,3984,1674,2310,22,12,10,8,72,47,25
18,0,0,117201,60362,56839,916,481,435,77,33,44,115770,59641,56129,700,396,304,9,515,240,275
18,0,1,136067,69339,66728,2631,1570,1061,429,253,176,131530,66804,64726,1319,756,563,9,1906,965,941
18,0,2,142104,73329,68775,24797,16800,7997,5597,3567,2030,107162,50745,56417,11842,6673,5169,9,10145,5784,4361
18,0,3,147420,77086,70334,65088,44810,20278,10808,7069,3739,64195,22449,41746,15724,8278,7446,9,18137,9827,8310
18,0,4,130802,68194,62608,79199,53325,25874,8840,5411,3429,35690,7061,28629,7717,3343,4374,9,15913,7808,8105
18,0,5,115949,61132,54817,82590,53683,28907,6696,3530,3166,20228,2019,18209,2908,793,2115,9,13131,5430,7701
18,0,6,109140,56969,52171,82794,51317,31477,5825,2817,3008,14541,1184,13357,1555,328,1227,9,11805,4468,7337
18,0,7,178247,93513,84734,137952,85029,52923,8150,3786,4364,21938,1881,20057,1516,342,1174,9,18357,6603,11754
18,0,8,114690,60223,54467,84002,53069,30933,4010,1914,2096,19265,3094,16171,875,256,619,9,11423,4060,7363
18,0,9,96962,43553,53409,51798,30244,21554,2450,1074,1376,35340,9854,25486,906,358,548,9,9824,3455,6369
18,0,10,50159,24846,25313,16661,11932,4729,605,340,265,29963,11059,18904,370,137,233,9,3535,1855,1680
18,0,11,15943,8027,7916,2971,2152,819,164,94,70,12212,5451,6761,92,42,50,9,760,424,336
18,1,0,245482,128228,117254,1518,874,644,261,148,113,242432,126557,115875,1242,656,586,9,1532,797,735
18,1,1,274209,142118,132091,4033,2892,1141,544,333,211,267828,137924,129904,2585,1531,1054,9,2348,1302,1046
18,1,2,286852,149512,137340,27183,22475,4708,3551,2570,981,252581,122201,130380,22021,13069,8952,9,7088,4836,2252
18,1,3,322843,163093,159750,86725,71999,14726,7624,5530,2094,222261,81488,140773,41412,22051,19361,9,13857,9606,4251
18,1,4,306785,153675,153110,138571,113793,24778,7531,5250,2281,153492,30194,123298,27421,11792,15629,9,14722,9688,5034
18,1,5,275191,140066,135125,152564,122817,29747,5738,3643,2095,110107,9887,100220,12167,3452,8715,9,12520,7362,5158
18,1,6,258568,130065,128503,151529,118040,33489,4936,2935,2001,95195,5566,89629,7297,1378,5919,9,11844,6459,5385
18,1,7,424726,219903,204823,256183,201160,55023,6577,4038,2539,150922,9196,141726,6510,1382,5128,9,17621,9547,8074
18,1,8,265041,141197,123844,145368,119069,26299,2533,1640,893,110729,16917,93812,2574,915,1659,9,8944,5211,3733
18,1,9,167758,81884,85874,41102,31968,9134,1212,685,527,121614,47159,74455,1791,905,886,9,5042,2757,2285
18,1,10,78125,37093,41032,11039,8793,2246,276,162,114,65395,27289,38106,492,238,254,9,1691,1011,680
18,1,11,29789,13360,16429,3264,2598,666,98,62,36,26007,10445,15562,194,70,124,9,518,317,201
4,0,0,77244,39521,37723,688,353,335,87,48,39,75895,38825,37070,587,281,306,10,661,343,318
4,0,1,92538,47152,45386,1405,824,581,430,237,193,89526,45524,44002,1012,501,511,10,1607,804,803
4,0,2,91965,46928,45037,10505,6896,3609,5824,3525,2299,72256,34922,37334,9226,5074,4152,10,9204,5110,4094
4,0,3,91549,47350,44199,34440,20937,13503,16649,9290,7359,33206,14615,18591,11460,6126,5334,10,23903,11798,12105
4,0,4,79871,41761,38110,43063,26718,16345,15033,8030,7003,14302,4724,9578,4976,2443,2533,10,22506,10319,12187
4,0,5,71279,36671,34608,43931,26945,16986,12853,6405,6448,7868,1478,6390,2069,719,1350,10,19480,8248,11232
4,0,6,68585,34987,33598,44652,26974,17678,11399,5398,6001,5842,722,5120,1141,261,880,10,18091,7291,10800
4,0,7,123611,62428,61183,81961,48727,33234,18427,8422,10005,10139,1475,8664,1306,340,966,10,31511,12226,19285
4,0,8,87749,44458,43291,53456,33266,20190,10739,5133,5606,12567,2529,10038,962,264,698,10,21726,8663,13063
4,0,9,65523,28782,36741,25156,15195,9961,5064,2407,2657,26681,7920,18761,970,314,656,10,13686,5667,8019
4,0,10,28939,12979,15960,5750,4038,1712,993,550,443,19700,7073,12627,397,168,229,10,3489,1868,1621
4,0,11,7755,3570,4185,1140,764,376,225,137,88,5950,2424,3526,83,33,50,10,665,382,283
4,1,0,17363,8974,8389,101,57,44,16,8,8,17178,8869,8309,171,82,89,10,84,48,36
4,1,1,21297,10968,10329,215,128,87,47,26,21,20931,10756,10175,398,213,185,10,151,84,67
4,1,2,21755,11225,10530,1112,868,244,446,329,117,19941,9869,10072,2609,1458,1151,10,702,488,214
4,1,3,22835,11337,11498,3935,3096,839,1175,780,395,17108,7123,9985,5084,2725,2359,10,1792,1118,674
4,1,4,21230,10627,10603,7645,6071,1574,1431,897,534,11411,3279,8132,3597,1776,1821,10,2174,1277,897
4,1,5,19372,9601,9771,9243,7201,2042,1407,855,552,7927,1202,6725,1754,658,1096,10,2202,1198,1004
4,1,6,18799,9496,9303,10092,7758,2334,1285,718,567,6542,623,5919,941,247,694,10,2165,1115,1050
4,1,7,31474,16194,15280,18277,13684,4593,1871,1034,837,9833,827,9006,700,184,516,10,3364,1683,1681
4,1,8,20945,10908,10037,10891,8505,2386,872,484,388,8228,1479,6749,317,104,213,10,1826,924,902
4,1,9,13943,6400,7543,2695,1873,822,403,199,204,10239,4041,6198,273,132,141,10,1009,486,523
4,1,10,5961,2749,3212,686,512,174,75,45,30,5025,2102,2923,78,33,45,10,250,135,115
4,1,11,1939,791,1148,196,140,56,22,11,11,1672,613,1059,16,4,12,10,71,38,33
10,0,0,91206,46283,44923,1076,552,524,82,40,42,89489,45396,44093,439,210,229,11,641,335,306
10,0,1,110592,56144,54448,2107,1180,927,441,258,183,106393,53900,52493,846,437,409,11,2092,1064,1028
